Stock Price,Total Debt,Cash,Revenues: Last yr,Invested Capital,Reinvestment Rate,ROE,ROC,Net Margin,Invested Capital,BV of Assets,Net Income,EBIT,EBITDA,FCFF,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,Trailing Revenues,Trailing Net Income,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital
13.1,5.7,0,172.4,1.25,-0.29,0.12,0.15,0.04,68.6,87,7.7,16.86,20.56,13.51,0,0,0,1.1,3.7,170.5,7.8,0,0.37,0.07,0.07,0.08
97.83,2813.7,1307.5,,1.8,,0.14,,,11632.6,44260.3,1402.4,,,,0.06,,0.03,64.7,0,0,1402.4,0,0,0.14,0.13,0.22
35.5,321.4,0,628.4,1.63,0.03,0.1,0.09,0.08,806.2,1003.8,47.4,116.44,141.84,67.9,0,0,0,27.8,25.4,628.4,47.4,0.58,0.2,0.32,0.24,0.4
33.07,858.7,145.5,1462.1,2.24,0.08,0.16,0.12,0.06,1273.2,1878,88.8,210.83,249.93,134.94,0.05,0.09,0.08,35,39.1,1710.2,88.8,0.52,0.18,0.4,0.29,0.61
36.73,242.8,27.7,463.1,1.54,2.16,0.05,0.06,0.03,453.5,642,12.9,58.95,80.95,-30.55,0.04,0.06,0.04,77.2,22,447.6,9.4,0.11,0.71,0.5,0.33,0.5
0.61,5.2,2.9,23.2,27.9,0.28,,0.43,0.01,1,10.3,0.3,0.43,0.73,0.31,0.09,0.12,0.28,0.4,0.3,23.4,-0.3,0,0.07,0.2,0.17,
6.6,227.9,44.4,843,1.05,0.15,0.08,0.07,0.04,561.2,758.7,29.7,65.5,79.7,34.78,0.07,0.05,0.06,7.4,14.2,956.8,28.6,0.59,0.04,0.56,0.36,0.38
2.97,690,955.9,298.7,1.67,0.25,-0.32,-0.23,-1.23,888.5,2137.1,-368.8,-202.28,-130.08,-152.2,0.39,2.44,0.45,33,72.2,391,-349.1,0.29,0.02,0.39,0.28,0.37
111.56,1438,2519,14236,3.26,-0.17,0.2,0.66,0.07,4122,81059,1041,4202.47,4432.47,3199.55,0.16,0.17,0.03,0,230,14973,1041,0.02,0.01,0.1,0.09,0.22
43,0,115.7,674.9,5.85,0.57,0.22,0.44,0.23,585,1105.4,153.6,411.62,535.92,111.56,0.03,0.11,0.1,281.7,124.3,1047.1,208.1,0.04,0.74,0,0,0
0.34,1.6,0.9,4.5,20.6,0.01,,1.07,0.04,0.5,2.4,0.2,0.53,0.63,0.53,0.08,0.2,0.38,0.1,0.1,4.6,0.1,0.08,0.04,0.17,0.14,
0.9,0.5,0.2,2.4,1.57,0.23,-0.69,-0.27,-0.46,3,3.5,-1.1,-0.8,-0.7,-0.62,0.04,0.07,0.06,0,0.1,2.7,-0.5,0.69,0.09,0.11,0.1,0.24
3.51,2141.2,24.9,1207.1,1.84,-0.2,,0.16,0.05,1621.2,1958.7,59.2,498.05,685.75,319.79,0.01,0.02,0.01,133.9,187.7,1211.7,59.2,0.04,0.43,2.46,0.71,
44.68,791,306,,1.24,,0.08,,,6734,16107,524,,,,0.04,,0.02,33,0,0,524,0,0.01,0.1,0.09,0.11
42.47,5406.6,164.5,4688,1.45,0.25,0.1,0.1,0.09,9483.6,14982.3,404.3,1198.72,1659.12,712.29,0.01,0.03,0.01,697.6,460.4,4803.3,404.3,0.01,0.66,0.64,0.39,0.56
27.4,1366.6,328.2,1152.6,1.67,-0.73,0.17,0.11,0.07,1536.6,2662.8,84.3,247.81,352.61,289,0.11,0.16,0.12,111.8,104.8,2092.3,78.8,0.32,0,0.89,0.47,0.73
41.13,472.6,309.4,3067.3,3.13,0.12,0.14,0.17,0.1,2267.3,3059.7,300.5,614.38,734.18,340.26,0.04,0.1,0.1,140.7,119.8,3223.8,300.5,0.29,0.27,0.07,0.06,0.18
1.18,29.4,37.6,40.2,1.46,0.11,-1.38,-1.5,-0.92,18.5,74.4,-36.9,-27.79,-20.89,-24.78,0.58,1.2,0.51,4.6,6.9,31.3,-35.5,0.08,0.13,0.84,0.46,0.52
5.66,0,13.5,13.2,2.45,0.07,-0.13,-0.58,-0.18,5.1,22.2,-2.4,-2.94,-2.64,-2.74,0.52,1.02,0.61,0.1,0.3,13.2,-2.4,0.12,0.01,0,0,0
1.18,0.1,0.1,0.7,10.4,-1.26,-0.88,-0.9,-7.29,5.8,8,-5.1,-5.22,-5.02,-11.77,0,0.17,0.01,6.5,0.2,0.6,-5.8,0.08,0.88,0,0,0.02
25.66,42.9,62.8,381.8,1.42,0.54,0.04,0.07,0.03,273.5,428.4,11.8,32.07,41.97,9.33,0.14,0.14,0.15,5.3,9.9,436.9,15.8,0.28,0.14,0.11,0.1,0.13
22.57,12.4,879.7,10472.4,2.68,0.97,0.03,0.13,0.01,1220.1,3789.4,59.9,247.15,401.95,4.29,0.21,0.08,0.23,269.2,154.8,11164.5,59.9,0.06,0.19,0,0,0.01
0.92,11.1,0.1,13.2,2.13,0,,0.07,-0.11,8.7,11.6,-1.5,0.6,0.8,0.6,0.01,0.01,0.01,0.2,0.2,13.2,-1.5,0.65,0.04,1.48,0.6,
0.03,0.5,0,,,,,,,0,0,-0.1,,,,0,,,0,0,0,0,,,0.31,0.24,
0.06,9.8,0,17.8,0.9,3.93,-0.73,-0.17,-0.13,13.1,18.1,-2.4,-2.26,-1.76,6.64,0,,0,0.3,0.5,0,0,0,0.29,4.9,0.83,0.75
6.68,0,170.8,194.9,12.88,-2.57,-0.04,0.25,-0.04,32.9,262.8,-8.3,8.19,32.39,29.21,0.29,0.91,0.65,3.6,24.2,188.6,-8.3,0,0.07,0,0,0
0.03,3.4,0.1,8.9,18.73,-0.27,,-1.17,-0.27,1.1,4.3,-2.4,-1.29,-1.09,-1.64,0,0.01,0.02,0.6,0.2,11,-2.4,0,0.19,0.2,0.16,
17.12,0,6969,24801,6.14,-0.07,0.25,0.37,0.23,16205,33883,5741,8424.9,9433.9,6416.35,0.07,0.27,0.21,692,1009,25380,5741,0.17,0.1,0,0,0
51.78,45015.8,2210.2,3785.7,1.09,2066.07,0.12,0.02,0.2,48860.7,51111.3,753.6,1569.55,2568.35,-1976050.34,0.04,0.01,0.04,0,998.8,156913.9,774.7,0,0,4.34,0.81,0.88
13.44,616.2,0.9,411.5,1.09,-0.56,0.05,0.08,0.18,1995.7,2315.7,74.6,163,264.3,253.74,0,0,0,8.9,101.3,421.3,67.7,0.91,0.04,0.39,0.28,0.31
0.31,3.3,9.8,15.3,0.19,-0.9,-0.72,-0.3,-0.51,19.5,22.4,-7.8,-5.86,-3.86,-11.14,0.73,1.18,0.44,5,2,8.3,-20.2,0,0.29,0.32,0.24,0.23
42.69,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
48.45,207910,23556,,1.46,,0.19,,,294770,1484101,21060,,,,0.05,,0.02,0,0,0,21064.6,0.03,0,0.85,0.46,0.66
25.63,270.8,14.8,,1.21,,0.11,,,387.6,1123,14.9,,,,0.03,,0.01,0,0,0,14.1,0,0,1.28,0.56,0.67
10.65,35.4,10.9,,0.92,,0.09,,,50.4,331.4,2.3,,,,0.19,,0.03,0,0,0,2,0,0,1.61,0.62,0.58
27.75,949.9,153.5,,1.37,,0.12,,,1450.7,7706,80.2,,,,0.07,,0.02,0,0,0,82,0.01,0,0.79,0.44,0.59
12.23,4273.4,167.5,2193,1.51,-0.34,0.12,0.16,0.07,5468.1,6668.4,163,1144.97,1717.67,1152.67,0.02,0.08,0.03,276.3,572.7,2151.3,163,0.39,0.5,1.03,0.51,0.76
51.5,4.1,5.5,,1.57,,0.08,,,18.8,213.8,1.7,,,,0.16,,0.03,0,0,0,0,0,0,0.13,0.12,0.17
6.25,0,5.3,,0.37,,0.02,,,14.5,157.3,0.3,,,,0.5,,0.03,0.1,0,0,1.5,0.01,0.01,0,0,0
23.57,10,27.9,,1.22,,0.05,,,145,1393.4,8.2,,,,0.14,,0.02,0,0,0,8.8,0.01,0.02,0.05,0.05,0.06
17.5,13,3.9,,0.71,,0.05,,,35,169.5,1,,,,0.14,,0.02,0,0,0,0,0.01,0,0.83,0.45,0.42
22.55,46.1,16.8,,1.54,,0.12,,,89.5,587.2,7.5,,,,0.11,,0.03,0,0,0,7.9,0.01,0,0.42,0.3,0.43
5.33,0,31.7,,1.67,,0.05,,,115.2,661.2,7.7,,,,0.14,,0.05,0,0,0,9.3,0.02,0.01,0,0,0
11.95,0,11.6,,1.25,,0.04,,,60.8,509,3,,,,0.13,,0.02,0,0,0,3.1,0.01,0.03,0,0,0
28.73,0,233.1,741.2,7.05,-0.11,0.18,0.25,0.22,691.8,1286.1,162.5,211.17,232.37,195.06,0.05,0.27,0.18,24.4,21.2,854,162.5,0.35,0.05,0,0,0
35.95,148.8,52.9,,2.41,,0.2,,,312,2213.2,42.8,,,,0.07,,0.02,0,0,0,70.7,0,0,0.23,0.18,0.41
0.11,0,81.7,,,,-0.02,,,1,82.7,-1.4,,,,1.1,,0.99,0,0,0,-1.1,0,0,0,0,0
72.45,519.3,240.5,,2.41,,0.15,,,1627.3,14231.5,206.3,,,,0.06,,0.02,0,0,0,206.3,0.02,0,0.14,0.12,0.28
20.5,7.8,2.5,,0.97,,0.09,,,17.2,146.1,1.1,,,,0.13,,0.02,0,0,0,0.7,0,0.03,0.68,0.41,0.4
35.57,81.2,9.2,,1.92,,0.12,,,227.7,667.4,19,,,,0.02,,0.01,0,0,0,19.6,0,0,0.22,0.18,0.34
7.6,68.6,20,,1.64,,0.02,,,103.3,833.3,1.1,,,,0.11,,0.02,0,0,0,3.6,0,0,0.57,0.36,0.56
13.46,317,18.4,1519.9,2.62,-0.07,0.34,0.32,0.03,418.3,668.9,40.9,133.14,199.94,142.14,0.02,0.01,0.03,58.6,66.8,1536.6,40.9,0.03,0.74,0.4,0.28,0.73
16.5,0,1.1,,1.02,,0.1,,,14,145,1.5,,,,0.07,,0.01,0,0,0,2.4,0.01,0,0,0,0
13,0.3,0,,,,,,,0,0,-0.1,,,,0,0,,0,0,47.3,1,,,0,0,
10.55,0,1.2,2.7,2.84,0,0.2,0.22,0.59,6.8,8.2,1.6,2.17,2.17,1.48,0.06,0.44,0.15,0,0,2.7,1.5,0,0.54,0,0,0
29.19,0,325.6,1279.4,6.07,0.11,0.19,0.4,0.11,430.1,966.1,146.3,260.87,305.77,153.41,0.11,0.24,0.34,63.6,44.9,1351,148.3,0.26,0.21,0,0,0
0.01,0.3,0.3,3.1,1.76,-1.18,0,0.12,0,2.1,3.2,0,0.61,1.21,0.55,0.08,0.11,0.09,0.3,0.6,2.8,-0.1,0.06,0.41,0.08,0.08,0.13
29.7,24.5,22.5,787.7,3.63,0.18,0.15,0.18,0.08,430.5,627.8,64,117.37,136.57,62.7,0.01,0.03,0.04,22.4,19.2,840,65.5,0.24,0.23,0.02,0.02,0.05
1.3,4.4,10,9.8,8.73,-0.01,-1.65,-2.56,-2,6.3,20.2,-19.6,-16.11,-12.71,-16.3,0.15,0.59,0.5,4.1,3.4,16.9,-16.9,0.03,0.3,0.07,0.07,0.27
13.26,324.5,35.2,315.6,0.97,-0.39,0.07,0.08,0.06,563.5,701.3,18.2,76.56,100.36,65.62,0.06,0.12,0.05,4.8,23.8,295.7,18.2,0.83,0.02,1.26,0.56,0.54
8.35,0,83.5,1.1,42.57,-1.01,-0.02,-1.63,-1.18,1.4,86.4,-1.3,-2.28,-2.08,-4.58,0.58,75.91,0.97,2.5,0.2,1.1,-1.3,0,0.03,0,0,0
0,0,0.7,,,,-0.38,,,3.1,4,-1.3,,,,7,,0.18,0.2,0.2,0,-2.2,0.35,0.13,0,0,0
4.25,85.9,7.3,68.2,1.6,-0.4,0.16,0.09,0.05,101.2,156.5,3.6,13.5,20.7,12.19,0.04,0.09,0.05,2,7.2,77.7,8.4,0.46,0.07,1.03,0.51,0.79
41.74,177.5,16.4,206.3,2.17,0.9,-0.12,0.25,-0.07,278.7,462.2,-14,69.85,113.85,6.86,0.03,0.06,0.04,124,44,286.2,-13.6,0,0.86,0.4,0.29,0.6
1,0,4.3,0.7,16.13,-0.04,-0.8,-5.04,-5.86,0.8,5.5,-4.1,-4.03,-3.93,-4.19,0.25,4.78,0.78,0.2,0.1,0.9,-5.2,0.07,0.04,0,0,0
28.81,153.1,47.9,643.2,4.72,0.08,0.65,0.28,0.01,119.7,504.7,7.2,73.84,97.94,31.29,0.08,0.07,0.09,26.3,24.1,693.7,25.1,0.2,0.36,0.33,0.25,0.93
0.04,2.3,0.6,3.2,3.05,0.46,-19,-0.8,-1.19,1.9,6,-3.8,-1.52,-1.22,-0.82,0.09,,0.1,0,0.3,0,0,0,0.2,0.56,0.36,0.92
31.47,7379.9,210.5,9418.5,1.45,-0.23,0.09,0.09,0.09,16657.5,19927.9,824.5,2368.75,3062.75,1809.7,0.01,0.02,0.01,357.2,694,9335.6,0,0.62,0.21,0.43,0.3,0.44
20.05,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
9.9,147.4,63.9,128,0.88,0.62,0.12,0.2,0.1,194.2,344,12.9,38.27,58.97,14.72,0.27,0.52,0.19,42.2,20.7,122.6,12.8,0,0.1,1.68,0.63,0.57
2.39,0.9,6,33.9,5.46,0.08,-1.26,-1.79,-0.33,3.9,32.2,-11.3,-6.97,-4.97,-6.41,0.22,0.11,0.19,1.8,2,54.5,7.4,0.03,0.13,0.03,0.03,0.09
0.12,0.8,0.8,11.6,2,-1.8,-3,-1.16,-0.1,0.4,6.9,-1.2,-0.47,0.03,-1.3,0.5,0.08,0.12,0.8,0.5,10,-2.6,0.17,0.2,1,0.5,0.67
20.81,619.4,123.8,745.8,1.43,0.15,0.12,0.1,0.09,1080.1,1837.1,66.1,164.6,228,90.44,0.07,0.16,0.07,79.9,63.4,779.1,66.1,0,0.58,0.59,0.37,0.52
88.38,0,399.6,1206.7,64.54,0.35,0.52,5.81,0.18,24.4,1161.1,221.2,141.79,166.79,91.73,0.2,0.28,0.34,60.7,25,1431.4,221.2,0.01,0.24,0,0,0
21.02,0,13.4,25.7,22.52,-0.38,0.22,0.61,0.2,9.8,32.7,5.2,5.93,7.03,8.18,0.06,0.28,0.41,0.3,1.1,47.6,0,0.3,0.03,0,0,0
0.02,2.6,0.4,2.4,4.56,0.03,,-0.98,-0.63,0.9,1.1,-1.5,-0.88,-0.88,-0.86,0.09,0.16,0.36,0,0,2.5,-1.4,0.18,0.09,1.37,0.58,
0.09,0,0.9,,,,-0.5,,,-0.7,0.9,-0.1,,,,1.13,0.31,1,0,0,2.9,-0.3,0,0,0,0,0
1.83,0,11.7,22.7,,0.05,0.08,-1.44,0.04,-0.8,20.2,0.9,1.15,1.55,1.09,0.24,0.47,0.58,0.6,0.4,25,0,0,0.05,0,0,0
10.06,0,0,,,,,,,0,0,0,,,,0,,,0,0,0,5.4,,,0,0,
17.5,3.2,4.2,56.4,3.33,-0.27,0.14,0.19,0.06,22.8,39.1,3.4,6.91,8.21,5.41,0.05,0.08,0.11,0.8,1.3,52.7,2,0.23,0.09,0.04,0.04,0.12
56.93,2483,293,4388,6.6,-0.06,,0.44,0.12,1637,3617,517,1011,1201,758.41,0.03,0.07,0.08,151,190,4444,517,0.37,0.28,0.29,0.22,
30,0,5.3,,1.81,,0.03,,,7.4,102.7,0.4,,,,0.28,,0.05,0,0,0,0.7,0,0.02,0,0,0
0.02,0.1,0.1,,,,,,,0,0.1,0,,,,0.25,,1,0,0,0,-0.6,0,0,0.33,0.25,
1.51,27.7,192.7,1069.8,1.89,0.04,0.06,0.09,0.03,306.2,721.7,28.6,26.32,41.72,25.16,0.25,0.17,0.27,13.8,15.4,1120.1,33.9,0.28,0.06,0.04,0.04,0.06
14.51,7739,669,5472,1.05,0.19,0.07,0.1,0.03,9752,15872,165,1069.23,1500.23,804.59,0.06,0.11,0.04,525,431,5983,165,0,0.54,2.44,0.71,0.77
32.78,1726,5958,,0.74,,0.06,,,5725,62500,597,,,,0.58,,0.1,41,0,0,597,0,0,0.2,0.17,0.16
14.57,65.5,35.8,,1.44,,0.09,,,476.1,1174.5,39.7,,,,0.05,,0.03,3.5,0,0,34.1,0.12,0.01,0.1,0.09,0.13
36.75,41.9,9.6,,1.61,,0.11,,,72.3,421.9,4.5,,,,0.08,,0.02,0,0,0,4.6,0.02,0,0.5,0.33,0.51
14.11,50.3,14.3,,1.54,,0.13,,,104.7,725.2,8.8,,,,0.08,,0.02,0,0,0,9.5,0.02,0,0.4,0.29,0.42
17.25,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
14.69,139.6,51.8,291.2,8.18,-0.29,0.06,0.13,0.04,281.4,407.3,11.7,35.47,60.77,45.81,0.02,0.16,0.13,14.2,25.3,318.9,11.7,0.17,0.12,0.06,0.06,0.42
55.94,714,833.2,3712.4,3.9,0.29,0.19,0.33,0.04,722.1,2496.4,150.4,386.46,488.86,168.17,0.23,0.21,0.33,162.4,102.4,4048.3,161.8,0,0.34,0.24,0.2,0.48
18.56,6996,1944,10666,0.75,0.39,-0.03,0.11,-0.01,9945,18661,-157,1121,1467,686.33,0.21,0.16,0.1,245,346,12371,0,0.2,0.08,2.88,0.74,0.59
21.91,0,60.8,93.7,24.7,0.02,0.19,1.31,0.15,10.4,87.2,13.7,20.84,21.64,13.36,0.19,0.57,0.7,0.1,0.8,106.7,17,0.02,0.01,0,0,0
0.03,0,0.9,6.3,,0.24,-1.6,-0.16,-0.38,8.3,2.6,-2.4,-1.35,-0.75,-1.03,150,0.45,0.35,0,0.6,2,-5.2,0,0.38,0,0,0
33.36,15.7,383.1,1710.4,18.7,0.1,0.38,0.64,0.23,665.4,1347.1,388.7,678.86,735.86,386.27,0.03,0.21,0.28,94.6,57,1815.3,388.7,0.18,0.15,0,0,0.01
0.4,7.2,3.5,83.6,0.9,-0.19,-0.71,-0.24,-0.07,12.4,19.5,-6.2,-2.92,-2.62,-3.49,0.24,0.02,0.18,0.2,0.3,195.4,-5.6,0.38,0.1,0.96,0.49,0.45
11.81,37.1,16.7,865.1,0.85,0.26,0.06,0.08,0.02,244.8,357.7,13.4,28.46,37.86,14.49,0.07,0.02,0.05,16.5,9.4,850.6,13.4,0.05,0.23,0.2,0.16,0.14
2.89,4.6,2.4,84.3,1.04,-0.34,0.08,0.13,0.02,19.5,42.3,1.4,4.3,5.3,3.46,0.11,0.03,0.06,0.3,1,91.3,0.7,0.48,0.1,0.25,0.2,0.21
16.41,1,7.1,,1.95,,0.01,,,28.8,384.6,0.5,,,,0.11,,0.02,0,0,0,6.1,0,0,0.02,0.02,0.03
20,3.1,1.5,,1.93,,0.1,,,12.4,146.1,1.1,,,,0.06,,0.01,0,0,0,0,0,0,0.14,0.12,0.22
0.14,0.1,0,,,,,,,-2.3,0,-0.7,,,,0,,,0,0,0,-0.5,,,0.01,0.01,
12.86,15.5,52.6,,3.6,,0.18,,,60.1,1543.5,17.1,,,,0.2,,0.03,0,0,0,17.2,0,0.01,0.06,0.06,0.14
18.23,116.6,32.3,,2.4,,0.14,,,206.4,1699.6,17.6,,,,0.06,,0.02,0,0,0,19.3,0.02,0,0.28,0.22,0.49
13.37,0,2.6,122.9,1.44,0.31,0.04,0.08,0.02,57.5,82.5,2.4,7.26,10.66,3.1,0.03,0.02,0.03,2,3.4,130.5,10.1,0.1,0.08,0,0,0
40.35,7178,6768,21962,5.96,-0.02,0.31,0.33,0.23,16345,31327,5014,7071.76,7964.76,5461.71,0.06,0.3,0.22,755,893,22870,5014,0.12,0.19,0.07,0.07,0.31
43,708,8.9,1256.5,1.43,-0.18,0.34,0.12,0.02,763.5,1314.1,21.8,158.32,229.12,111.59,0.01,0.01,0.01,52.9,70.8,1304.2,21.8,0.48,0.32,1.81,0.64,0.92
19.15,11130,155,18158,1.23,-0.06,0.11,0.11,0.03,16353,26354,596,2503.99,3571.99,1942.66,0.01,0.01,0.01,946,1068,18398,596,0,0.26,1.23,0.55,0.67
34.45,0,19.1,,1.85,,0.06,,,2.7,138.9,1.2,,,,0.79,,0.14,0,0,0,1.1,0,0.01,0,0,0
19.37,26.6,8,,1.47,,0.11,,,54.6,407.7,4,,,,0.09,,0.02,0,0,0,4.8,0,0,0.43,0.3,0.42
4.01,180.1,322.1,130.2,5.74,-0.1,0,0.09,-0.01,151.5,525.8,-1.2,13.44,32.24,14.72,0.27,1.97,0.61,10.5,18.8,163.3,24.2,0,0.19,0.18,0.15,0.38
6.5,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
24.5,692.5,0.1,554.4,1.21,0.06,0.04,0.09,0.05,1381.9,1755.8,28.7,205.02,307.62,118.18,0,0,0,110.4,102.6,554.4,28.7,0.56,0.4,0.71,0.42,0.5
24,715.7,0,675.6,1.1,0.04,-0.07,0.21,-0.03,1018.3,1877,-19.7,210.65,318.05,202.65,0,0,0,115.4,107.4,675.6,-19.8,0.55,0.39,1.76,0.64,0.7
22.68,0,194.2,87.7,70.02,-0.06,0.1,0.95,0.24,27.9,300.9,21.3,45.12,46.42,28.15,0.09,1.34,0.65,4.1,1.3,145.4,0,0,0.03,0,0,0
30.09,0,234.7,202,5.31,-0.17,0.08,0.18,0.19,228.1,533.3,37.7,56.82,66.82,47.32,0.16,1.17,0.44,3.1,10,200,34.4,0.03,0.05,0,0,0
0.2,0.2,0.1,11.7,1.64,0,3.6,0.98,0.15,1.1,2.7,1.8,1.08,1.08,1.08,0.05,,0.04,0,0,0,0,0,0,0.12,0.11,0.29
2.5,0,8.7,14.2,1.08,4.27,-0.04,-0.04,-0.04,6.3,19,-0.6,-0.25,0.15,0.82,0.56,0.78,0.46,0.2,0.4,11.1,-1.8,0.02,0.05,0,0,0
50.27,0,314.8,586.7,48.08,0.35,0.22,0.79,0.17,138.7,572.7,100.2,134.06,150.46,71,0.05,0.39,0.55,46.6,16.4,801.7,0,0.04,0.16,0,0,0
34.71,0,522.9,825.5,20.01,-0.17,0.21,1.19,0.17,132.9,1064,136.6,191.27,223.87,185.18,0.16,0.59,0.49,17.5,32.6,880.7,136.6,0.23,0.07,0,0,0
18.62,1.8,100.1,114.1,11.9,-0.04,0.05,1.01,0.06,47.3,160.3,7.3,47.74,50.54,49.41,0.15,0.71,0.62,0.4,2.8,140.9,4.7,0.09,0.02,0,0,0.01
29.68,27.9,186.1,495,1.76,0.69,0.03,0.08,0.04,430.4,761.9,17.5,57.72,87.22,10.87,0.2,0.36,0.24,46.6,29.5,516.3,17.5,0.12,0.22,0.03,0.03,0.05
8.5,0,5,19.3,3.64,0.07,0.17,0.32,0.09,5.9,13.7,1.8,3.07,3.27,1.77,0.19,0.25,0.36,0.1,0.2,20.3,1.5,0.07,0.04,0,0,0
22.87,0,116.5,176.2,4.35,0.39,0.08,0.2,0.09,91.6,250.8,16.7,18.38,22.68,11.2,0.23,0.57,0.46,2.7,4.3,202.9,24.2,0.04,0.12,0,0,0
15.54,0,0,,,,,,,0,0,0,,,,,0,,0,0,538.2,-22,,,,,
22.83,210.9,94.6,307.1,2.08,0.23,0.09,0.14,0.07,342.4,547.1,20.4,74.29,111.59,37.95,0.12,0.21,0.17,42.8,37.3,443.9,21.4,0.32,0.24,0.35,0.26,0.48
30.53,0,111.2,590.3,20.67,0.7,0.15,0.46,0.05,87.1,324.6,29.1,67.29,86.79,12,0.06,0.16,0.34,46.9,19.5,704.4,39.3,0,0.37,0,0,0
15.16,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
54.88,3675.1,319.6,10584.2,6.56,0.02,1.1,0.36,0.13,4874.9,8672.9,1375.1,2609.01,2936.81,1693.45,0.01,0.03,0.04,348.1,327.8,11295.6,1375.1,0.31,0.31,0.13,0.11,0.75
12.07,0,38.6,52.1,5.82,-0.19,0.11,0.21,0.09,23.4,52.1,4.6,4.96,5.86,5.89,0.22,1.05,0.74,0.3,0.9,36.6,-12.2,0.02,0.01,0,0,0
16.12,0,65.4,33.6,13.54,-0.01,0.07,0.92,0.15,5.2,75.5,5.1,7.91,8.31,4.83,0.48,1.91,0.87,0.3,0.4,34.2,4.8,0,0.01,0,0,0
0.04,4.2,0.3,18.5,,-0.07,,2.55,-0.06,-0.6,5.9,-1.1,-1.53,-1.23,-1.63,0.06,0.02,0.05,0,0.3,15.4,-1.8,0.32,0.03,3.82,0.79,
19.75,4798.9,12.9,276,1.09,6.73,0.17,0.02,0.12,4977.7,5042.8,33.4,136.04,142.04,-470.44,0,0.04,0,7.6,6,307.9,41.5,0.04,0,7.54,0.88,0.96
0.06,1285.2,13.2,3983.7,0.75,0.28,-0.03,0.07,0,1712.3,3191.2,-14.3,311.13,451.33,89.36,0.01,0,0,175.1,140.2,3980.4,-91.8,0.45,0.26,217.83,1,0.74
6.15,20.9,0.2,208.2,1.27,0.56,0.09,0.11,0.01,45.5,80.7,2.3,8.2,11.6,2.2,0,0,0,1.8,3.4,251.4,1.6,0.06,0.24,0.57,0.36,0.46
10.55,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
23.83,2218.4,334.5,,1.7,,0.13,,,3277.5,18897.2,180.2,,,,0.06,,0.02,0,0,0,218.5,0.02,0,0.6,0.37,0.61
2.1,1.5,0.3,61.5,1.09,0.09,0.4,0.22,0.03,9.4,24.5,1.7,2.08,2.48,1.91,0.03,0,0.01,0.5,0.4,64.9,1.6,0.07,0.07,0.17,0.14,0.26
41.86,0,0,,,,,,,0,0,0,,,,,0,,0,0,403.9,0,,,,,
24.98,80.5,21,,2.02,,0.13,,,121.3,997.6,8.1,,,,0.08,,0.02,0,0,0,8.8,0,0,0.43,0.3,0.57
0.69,2.8,2,21.8,1.02,-0.54,0.04,0.06,0.02,12.5,16.7,0.5,1.23,1.83,1.13,0.14,0.09,0.12,0.2,0.6,21.8,0.5,0,0.4,0.24,0.19,0.19
14.39,0,55.2,40.2,27.33,0.43,0.04,0.29,0.06,7.8,70.2,2.4,2.24,2.94,1.28,0.21,1.19,0.79,0.8,0.7,46.2,2.4,0,0.02,0,0,0
0.95,0,0,,,,,,,0,0,0,,,,,,,0,0,0,-0.4,,,,,
0,1.1,0,0.1,6,-0.27,,-3.66,-11,0.2,0.3,-1.1,-0.73,-0.63,-0.93,0,0,0,0.3,0.1,0.1,-1.1,0,1,11,0.92,
41.25,30.3,30,,3.11,,0.14,,,92.6,1179,13.3,,,,0.09,,0.03,0,0,0,15.5,0,0,0.11,0.1,0.25
22.08,38.2,25.5,,2.78,,0.16,,,78.6,715.4,10.7,,,,0.1,,0.04,0,0,0,13.7,0.01,0,0.19,0.16,0.37
28.55,22.2,54.7,,2.47,,0.11,,,170.7,2177.6,22.5,,,,0.11,,0.03,0,0,0,27.6,0,0.02,0.05,0.05,0.1
3.04,31.7,19.8,17.9,70.44,-0.03,,-8.02,-1.4,2.7,29.3,-25.1,-21.64,-21.24,-22.2,0.09,0.96,0.68,0.6,0.4,20.7,-13.4,0,0.04,0.18,0.15,
47.73,17.8,290.2,1095.3,2.68,0.27,0.18,0.29,0.13,507.9,949.4,138.6,230.01,248.61,108.23,0.18,0.25,0.31,44.5,18.6,1143.4,138.6,0.04,0.16,0.01,0.01,0.02
21.98,271,9.5,514.8,1.73,0.01,0.16,0.12,0.03,343.3,480.9,13.3,51.07,60.27,42,0.02,0.02,0.02,5.9,9.2,534,13.3,0.39,0.12,0.82,0.45,0.77
9.98,0,13.9,29.2,4.14,0.71,-0.35,-0.23,-0.36,15.9,40.2,-10.4,-3.68,0.82,-1.07,0.17,0.43,0.35,1.3,4.5,32.6,-3.4,0.1,0.05,0,0,0
8.18,0,0,,,,,,,0,0,0,,,,,,,0,0,0,0,,,,,
